"Factor1","Factor2"
-1.0225858630885,0.26738890446035
0.283140696620274,1.036130762861
-0.648447569914314,0.436394966509368
1.02464512357191,0.162380980111858
0.936004667469287,0.639549415150005
0.634508695136316,0.815352116028081
0.224007973424959,0.186225126458278
-0.0131461383437119,0.683048037478344
0.91658378964224,0.474880057482963
-0.401710337278092,0.722509088373807
-1.64224089131773,0.57080242403382
-0.0854520306745166,0.193323791352127
-0.421706427944566,-0.721154027090594
0.0503296293727948,0.152294121869799
0.240517148166358,0.976912693924021
-0.529427307625602,-0.452966110025425
-0.141584601843779,-0.927338675892761
-0.894365730194297,0.39716663026936
-0.929713031379705,-0.198224347255431
0.100573298071289,0.457703428279611
0.808289365489825,0.0837496045482316
-0.149713477225811,0.309668068142821
-0.572171329889333,0.19473024195828
-0.780735856486916,-0.503771044761592
0.0454528561391351,0.909480528168056
-0.491799299371453,0.121530881130818
0.527336620312679,-0.0925315245140937
-1.11438297156164,0.233882275193111
-1.22221431136411,0.880092902684102
-1.26532222255868,0.622991175714761
-0.74743382438699,0.213709982892827
-1.15138807715598,-0.305159339226043
-0.293924898843998,0.305601023415924
-2.04471327437601,-0.00448967059841887
-0.284932175440515,0.424031264087393
-1.26305347368935,1.42556809114994
-2.06803372274015,0.674119864487136
0.983191242145031,0.0291007467097367
-1.56145320158843,0.700706740444843
-0.485808421502344,-0.387950751185779
-1.63272156410456,0.918167375550824
-0.739415108223321,-0.956715717436502
-2.31303333103669,0.163586363574512
-0.375050771938288,-0.727813713769856
0.895601839109011,1.01799423300038
1.00153588706633,0.308774428534299
-0.192223493748521,0.355820843514672
0.700477036094213,0.562566058218703
0.0269239442220821,1.08191472205842
0.524587028135021,0.362678952273831
0.350704947633019,0.628678706372343
0.390554937429583,-0.0121523539634593
-0.396454115714733,0.502013676665193
0.137883058571999,-1.03964010715767
-0.537147576232696,0.356235807030545
1.55741703618582,-0.186516294544218
-0.35054636019953,-0.244981166195667
0.513771373029222,1.78425580736872
0.325150026197627,0.417227666699307
-0.999485712073952,1.55685051029153
-0.200770015642616,0.334613507112775
-0.470864605716474,0.174693646100361
-0.45001780888876,-0.840888725193409
0.796238421642753,0.598741868489641
-0.761778820993402,-0.281015685166023
