HEADER,"GEMAS, agricultural soil, 0-20 cm, air dried, <2 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMENT DATASET,"field duplicates included, analytical duplicates and standards removed, ATTENTION: original instrument readings, including values below detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE IDENTIFIER,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COORDINATES,,,,,XCOO,YCOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMENT VARIABLES,,,,,,,,,incomplete,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,inweight 15 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3350,UNK,5,Ap,-0.8785,60.7997,3729592.399703,4234390.514227,45,0.019424644,3276.82997,2.432144128,0.000484798,1.21955891,16.16932071,0.159511563,0.453152805,464.574509,0.130381893,11.07879656,1.662529766,10.86074154,0.364702234,10.3149192,3750.174255,1.637365,0.08401522,0.005,0.030976623,0.003552452,236.1033061,7.292515426,4.113861118,826.9446885,48.48267012,0.388366478,62.12394355,0.346793735,6.490209437,579.41615,31.0996251,0.0005,0.0005,2.295819901,0.000601696,400.8833694,0.653842978,0.495090106,0.42198138,1.828802433,12.68088893,0.0025,0.01,0.082637908,176.4040385,0.05595658,0.52746772,15.05345601,0.035784467,1.947798697,16.6111998,0.20869763,3,4.09,11,0.042,3.5,78.63,367547,0.376,2254,7.43,39323,1.9,13289,0.108,836,0.41,2472,0.798,5703,1.36,10089,0.882,7322,0.18,786,0.005,20,0.002,20,0.025,250,7.76,99.84,3,230,1.5,10,5,44,1.5,9,8,5,10,1,10,9,34,19,2.5,6,2,124,2.5,2.5,1.5,36,2.5,17,38,141
,3351,GER,128,Ap,8.9167,48.5,4240911.429819,2821317.229046,421,0.072141827,15631.17188,10.32000826,0.003389354,4.049854467,95.0174553,0.924063551,0.254972577,3808.990281,0.184065811,40.19025012,10.45518265,31.24951842,1.064058534,21.90683059,22335.47119,4.169888002,0.102182232,0.155961605,0.059204015,0.02225633,2505.482497,18.37463592,19.12153114,3532.480738,802.0390336,0.503689075,29.77056419,0.709872914,30.40549157,795.9931506,25.43726558,0.00310918,0.001390761,14.51183226,0.00025,207.3572731,0.329127801,3.813480651,0.215531897,1.957225606,13.55041571,0.0025,0.01,4.995157822,78.41682057,0.112648834,0.755451419,37.03406594,0.147123769,12.3441718,51.2576846,4.845901805,1.4,6.67,24.2,0.005,1.28,71.85,335855,0.741,4442,10.44,55254,4.19,29306,0.126,976,1.11,6694,0.858,6132,1.04,7715,1.99,16520,0.234,1021,0.03,120,0.004,40,0.025,250,7.09,99.73,13,344,1.5,79,15,102,8,19,13,23,37,1,15,36,30,76,2.5,10,2,76,2.5,12,1.5,82,2.5,43,67,429
,3352,SWE,138,Ap,12.1637,57.2543,4451721.796078,3796630.864413,6.4,0.055707019,11038.47656,4.474374895,0.0001,6.186132157,50.38911555,0.513245181,0.13559142,3349.041595,0.295886171,56.90663884,6.572885099,20.74315706,1.508818016,19.46444484,17431.63208,3.613760345,0.079321967,0.037317399,0.031211899,0.023691174,1490.154296,32.290882,11.42886637,2253.953335,418.2170561,5.038106026,84.43774271,0.815008658,9.445134562,771.8112276,20.47799356,0.0005,0.0005,26.77286265,0.000889605,320.9962082,0.174430975,3.270510091,0.640747999,0.903806438,24.51042462,0.0025,0.01,2.843667515,188.4688291,0.213330437,6.953058252,37.88222698,0.045874877,14.24739647,55.44194175,1.31931556,2.5,5.19,22.4,0.023,2.66,65.67,306967,0.571,3423,12.75,67480,3.74,26159,0.077,596,0.9,5427,1.732,12379,2.06,15282,2.482,20604,0.222,969,0.005,20,0.001,10,0.025,250,9.47,99.7,5,599,1.5,72,11,47,5,14,16,9,32,6,13,13,30,90,2.5,11,2,218,2.5,8,8,81,2.5,33,71,250
,3353,UKR,45,Ap,32.6563,50.7643,5890085.614430,3318544.399039,170,0.021575934,9225.218506,2.418534809,0.0001,3.75410026,57.32117104,0.419778703,0.087889651,2844.050324,0.118993227,34.33490616,4.89717196,15.58537028,0.653127504,10.69129112,9621.017456,2.206480043,0.042895685,0.183981126,0.009076532,0.012082199,1331.37714,17.19991685,6.241590165,1512.405941,303.6751589,0.179340866,42.20736335,0.444854686,11.34422864,523.0962061,8.47956639,0.002179102,0.001949706,11.70638925,0.00025,225.2884483,0.089199127,1.956148285,0.264229504,0.381919855,13.85769568,0.0025,0.01,3.673332147,94.3792514,0.079313548,0.544455206,15.93455537,0.04699168,7.915819078,21.05393811,5.550287,2.1,4.73,22.3,0.014,2.33,78.2,365537,0.612,3669,7.29,38582,2.14,14968,0.06,465,0.52,3136,0.83,5932,0.77,5712,2.042,16952,0.153,668,0.01,40,0.001,10,0.025,250,7.09,99.74,3,399,1.5,55,8,57,1.5,9,7,14,30,1,14,13,13,58,2.5,7,2,83,2.5,8,1.5,44,2.5,30,32,625
,3354,SPA,122,Ap,-4.7792,39.5442,3052409.605041,1951902.028599,860,0.250314681,16360.24414,11.83575019,0.00639696,3.289406986,141.9299149,0.751141183,0.492977661,5761.844482,0.236961492,35.07485141,9.045215506,25.30052493,1.460353854,41.55358368,33516.56738,4.976889036,0.029977155,0.133092541,0.166332885,0.020970927,1332.259657,17.09538545,27.89884232,3214.594018,725.332039,0.49759215,29.24757942,0.405982685,18.65969615,2317.314442,109.0016408,0.0005,0.001564747,16.22457255,0.00025,362.3617554,2.529650463,1.404587981,0.403789071,2.294512512,43.79368176,0.0025,0.01,4.647422354,56.8741707,0.111511769,1.120622444,18.38653356,0.089487848,3.85303538,114.8577273,4.640466286,4.8,5.58,25.1,0.031,5.33,57.3,267843,0.723,4334,15.21,80499,5.75,40217,0.117,906,1.09,6573,0.913,6525,0.14,1039,2.779,23070,0.595,2597,0.04,160,0.002,20,0.025,250,15.03,99.71,17,637,1.5,86,11,78,9,38,21,14,49,1,14,29,142,122,6,12,9,82,2.5,18,1.5,91,2.5,31,163,251
,3355,GER,16,Ap,7.5833,53.5833,4160961.186444,3388856.373619,1,0.023979821,2832.85991,1.501082257,0.001841022,1.092717363,12.04035991,0.099449964,0.055021132,1379.612644,0.215141,7.674409496,0.750782266,6.342760959,0.335146909,6.651960235,1871.512945,1.233729812,0.01,0.005,0.030228529,0.006199685,349.0298528,4.62966664,1.303351848,409.6872147,87.2999458,0.20383509,25.53054981,0.222185708,2.603592927,518.7546389,12.35106104,0.0005,0.0005,4.021411425,0.00025,273.2713318,0.172210821,0.453624983,0.334049414,0.582169,6.059729848,0.0025,0.01,0.267624514,35.51096049,0.038056589,0.391625851,10.82961506,0.125804582,1.195949198,22.02363239,0.435220244,2.8,5.16,15.2,0.013,2.74,87.89,410832,0.282,1691,2.83,14978,0.5,3497,0.018,139,0.13,784,0.257,1837,0.29,2151,0.872,7239,0.139,607,0.005,20,0.007,70,0.025,250,6.64,99.84,3,185,1.5,23,1.5,26,1.5,2.5,4,11,10,1,6,3,12,20,2.5,1,2,32,2.5,2.5,1.5,22,2.5,12,27,372
,3356,NOR,115,Ap,11.7386,61.8317,4412946.905130,4304515.632941,653,0.001,4084.361494,0.452791867,0.0001,0.25,16.38689086,0.06565071,0.026939491,474.6933818,0.015288972,19.07605762,0.465085463,3.315588637,0.168027375,1.633001891,2543.700867,0.953519888,0.036825725,0.005,0.010658111,0.005173205,411.7808493,10.70502011,0.905963565,434.0276228,28.86656911,0.058443429,10.35306971,0.385291113,1.449475768,522.7897309,3.351485189,0.0005,0.0005,2.964438554,0.00025,161.0858917,0.02301325,0.375471592,0.207287187,0.06513169,14.39778396,0.0025,0.01,1.136553574,122.7126052,0.022232797,0.341864526,3.257923346,0.026920511,2.331671808,6.710536047,0.780038792,1.4,5,10.6,0.005,1.55,85.37,399053,0.296,1775,5.26,27839,1.2,8393,0.01,77,0.31,1869,0.171,1222,0.54,4006,2.342,19442,0.127,554,0.005,20,0.008,80,0.025,250,4.17,99.84,1.5,353,1.5,37,1.5,14,1.5,2.5,2,2.5,10,1,10,4,8,58,2.5,3,2,47,2.5,2.5,1.5,18,2.5,13,12,222
,3357,FRA,16,Ap,2.1139,49.3924,3749645.221650,2950618.853416,92,0.033104369,8162.335205,4.879669329,0.000738671,1.385220279,37.69510651,0.746340642,0.106856347,5266.906128,0.421631758,35.40472752,9.895938088,24.41999683,0.77253016,9.992673722,11810.22583,2.322515474,0.035417294,0.055596528,0.030757128,0.01277857,1023.196988,18.23367428,5.94015056,1004.928414,507.3033793,0.302317939,21.42533108,0.360085962,13.57556015,486.1446396,16.87008971,0.0005,0.0005,10.45477699,0.00025,160.0582504,0.260685416,1.976562914,0.517431182,0.709168116,14.44240636,0.0025,0.01,3.056447428,61.34519603,0.086712403,0.667969097,21.62622329,0.031580105,9.879374974,37.46323288,1.959218774,1.3,7.05,18.5,0.005,1.37,82.16,384048,0.699,4191,6.02,31861,2.26,15807,0.079,612,0.34,2050,0.84,6003,0.65,4822,1.221,10136,0.139,607,0.05,200,0.003,30,0.025,250,5.3,99.74,5,250,1.5,74,10,79,1.5,8,4,19,27,1,15,16,22,43,2.5,6,2,61,2.5,8,1.5,49,2.5,35,47,544
,3358,FIN,52,Ap,25.2667,62.3167,5108652.923397,4443134.519257,204,0.036494869,9365.46936,1.56371209,0.0001,0.53392571,40.01519601,0.186489637,0.107286585,1441.27114,0.123114333,21.53636102,2.3686427,10.68424561,0.76311451,6.243832768,9655.122681,3.282402783,0.023537357,0.015244664,0.043732733,0.013634553,342.7245635,12.81513179,5.004778138,1069.702792,308.37998,0.477270288,41.84832108,1.443123727,3.862703018,744.2964867,7.972081348,0.003343248,0.0005,7.91243029,0.00025,325.2894592,0.100261101,1.15905153,0.358464748,0.528986779,21.75561425,0.0025,0.01,1.152567135,418.826246,0.088864027,0.857844738,18.04007762,0.066332009,3.480096653,25.16263306,0.980303185,3.5,4.47,12.1,0.028,3.64,69.17,323328,0.446,2674,10.75,56894,2.46,17206,0.066,511,0.62,3739,1.687,12057,2.31,17137,2.181,18106,0.24,1047,0.005,20,0.001,10,0.025,250,9.78,99.74,1.5,562,1.5,54,5,27,4,2.5,13,9,28,1,10,8,16,54,2.5,7,2,215,2.5,5,1.5,41,2.5,21,38,241
,3359,SWE,156,Ap,16.0307,56.2746,4694378.151935,3701350.975952,-1.6,0.03124799,4071.362004,2.928422464,0.000781714,2.081545758,23.94330794,0.238860652,0.074462195,8090.872803,0.279457556,53.02838843,1.566085449,9.08735508,0.550161221,16.12466263,6158.751831,1.478609146,0.067935832,0.019054024,0.030467953,0.011353744,499.4039887,25.4885949,1.715514496,924.6829504,84.85355602,4.190963163,52.11128742,1.469551152,5.071745904,1035.120003,12.38051649,0.004438166,0.0005,3.777221836,0.000574129,1888.042297,0.178145472,1.069418601,1.018809392,0.407872387,26.39682753,0.0025,0.01,0.595713616,156.651733,0.107734668,4.02678297,14.84304842,0.147116176,11.82032755,22.77931258,1.083834514,9.4,6.29,31.5,0.173,8,64.58,301872,0.339,2032,7.48,39588,1.46,10212,0.028,217,0.38,2292,1.845,13186,1.72,12760,1.873,15549,0.271,1183,0.15,601,0.008,80,0.025,250,19.61,99.77,1.5,443,1.5,69,1.5,16,1.5,10,9,14,30,3,8,6,18,44,2.5,5,2,161,2.5,7,4,31,2.5,25,29,369
,3361,NOR,44,Ap,9.1886,60.5217,4276309.550448,4158156.195871,256,0.026929092,4686.58245,1.101213478,0.0001,2.0832614,46.25174682,0.460927239,0.108428279,1986.377284,0.073173902,42.55688579,3.954446964,5.252242899,1.777005187,7.329469698,9059.91333,2.160849906,0.01,0.005,0.011608413,0.019007542,816.8331902,12.81862236,7.028301493,2010.128055,241.9570681,0.318560436,40.66955702,1.066400515,4.735076789,949.0859408,5.948860336,0.001376629,0.0005,14.69308676,0.00025,234.9125099,0.052523174,0.732705701,0.084860649,0.773523172,22.21240247,0.006509776,0.062982184,1.451373419,371.3336991,0.079440331,0.852830736,13.27553494,0.164478913,5.883488925,43.28916993,0.665430795,2.4,5.11,14.1,0.049,2.64,70.43,329217,0.902,5408,9.79,51814,4.28,29936,0.083,643,1.01,6091,2.163,15459,2.06,15282,2.654,22032,0.264,1152,0.005,20,0.005,50,0.07,700,6.03,99.75,1.5,605,1.5,63,9,26,5,6,13,14,10,1,11,11,17,94,2.5,10,2,174,2.5,7,1.5,61,2.5,35,66,404
,3362,HEL,30,Ap,23.1219,38.6289,5464781.528897,1825776.468360,3,0.021387741,9637.283936,3.926165736,0.000309661,9.417277929,41.98657796,0.359360894,0.063713128,2707.969177,0.187691305,11.52970831,126.060028,674.9226386,0.760937689,17.90627566,67101.16211,2.4392405,0.132025825,0.088518229,0.015511662,0.01840769,2101.603434,5.453867054,4.679504235,116907.6953,1339.682922,0.237330949,862.6194207,0.100710383,2475.374146,352.9372346,8.341462616,0.009234895,0.00512688,10.01138513,0.000702061,118.5603905,0.124360091,8.143345139,0.025,0.450258328,12.2264696,0.0025,0.058020057,1.267734182,147.497913,0.074345553,0.526663512,36.17495614,0.016953762,3.540409813,50.11159815,2.276775083,1.2,7.44,31.6,0.113,1.33,44.74,209132,0.222,1331,4.04,21382,11.5,80435,0.181,1402,21,126638,0.794,5675,0.21,1558,0.468,3885,0.093,406,0.02,80,0.007,70,0.07,700,15.35,98.7,4,79,1.5,10,144,6133,1.5,14,4,9,10,1,5,2535,7,15,2.5,14,2,27,2.5,2.5,1.5,80,2.5,12,97,58
,3363,EST,10,Ap,23.6201,58.6487,5107563.527796,4025245.114011,,0.036469113,8295.567017,3.062359653,0.0001,8.816126962,35.60806978,0.318849144,0.096535642,52149.64355,0.163094166,29.9497049,4.510197119,13.30682078,0.73058291,7.487631553,12046.02539,2.709711991,0.02588951,0.050047513,0.022126286,0.01941837,1678.709733,15.46278011,10.58998124,13848.49731,307.0648821,0.334613646,82.45940207,0.673483856,9.396040327,610.043382,10.79790812,0.001719838,0.0005,15.05723807,0.00025,271.706543,0.092593811,1.712039099,0.188124031,0.657202404,36.01983825,0.0025,0.098742941,1.618868568,192.55373,0.181272282,0.406919945,16.86881805,0.056373922,6.874208104,39.66656634,1.447366813,2.9,7.17,24.2,0.037,4.73,59.87,279856,0.35,2098,7.34,38847,2.61,18255,0.056,434,2.9,17488,8.418,60164,0.79,5861,2.184,18130,0.164,716,0.09,360,0.001,10,0.025,250,14.97,99.77,5,292,1.5,57,7,39,5,8,7,7,10,1,8,11,11,61,2.5,8,2,124,2.5,2.5,1.5,39,2.5,20,50,170
,3364,AUS,7,Ap,9.7712,47.1869,4303647.148853,2674843.210200,547,0.084623769,9517.938232,6.286116044,0.001283564,11.08129177,58.07886892,0.588834153,0.228085535,78952.54883,0.417670984,10.10143812,7.842229323,17.21963712,0.558359541,24.00381031,16092.14722,2.159445253,0.01,0.063722315,0.049500244,0.025204063,1435.20607,4.574361659,17.81653825,32429.52148,534.9253673,1.23746984,76.50241492,0.216382185,28.5867952,1145.442642,18.97562669,0.002517842,0.0005,7.913258068,0.00025,423.6882782,0.325453207,2.325243948,0.378872237,1.191560269,187.9207039,0.0025,0.130807855,1.745474292,15.78022295,0.095209285,1.095140307,22.43490407,0.077668699,7.875551407,70.92355903,1.047473319,4.7,7.09,27.4,0.08,7.66,42.37,198054,0.392,2350,7.74,40964,2.91,20354,0.077,596,6.31,38052,12.03,85979,0.5,3709,1.382,11473,0.259,1130,0.17,681,0.001,10,0.025,250,25.62,99.78,8,160,1.5,60,6,66,4,22,10,6,10,1,9,33,19,66,2.5,8,2,224,2.5,8,1.5,77,2.5,17,81,106
,3365,BUL,8,Ap,24.5248,42.9761,5500917.303346,2322186.563456,406,0.024085363,13619.03198,10.0537537,0.000478183,2.374167713,96.26885328,0.921513356,0.261295828,3036.614686,0.177162728,25.86437774,24.64982165,23.7383488,1.16315279,23.23676803,26895.50049,3.916144348,0.01,0.120901771,0.032511122,0.026277679,1375.70884,9.42218232,17.57811974,2564.357593,1626.735687,0.471166784,34.10068693,0.430489705,31.07597603,436.3537286,31.58456692,0.012904303,0.0005,11.95726293,0.000610569,246.3414574,0.370143854,2.746442756,0.208382719,0.875661091,14.99760526,0.0025,0.168605373,3.795235146,28.63767048,0.096934356,0.360696638,32.27512006,0.066902706,5.906843757,50.94884045,4.253134731,2.1,5.94,23.3,0.018,2.18,70.23,328282,0.897,5378,10.57,55942,4.58,32034,0.215,1665,0.78,4704,0.538,3845,0.64,4748,1.461,12128,0.127,554,0.01,40,0.004,40,0.06,600,9.69,99.79,13,280,1.5,90,24,86,7,22,12,8,38,1,19,38,35,75,2.5,10,2,74,2.5,15,1.5,90,2.5,34,67,329
,3366,FRA,213,Ap,-0.0258,42.8837,3502248.922950,2252120.356870,876,0.074331633,19687.82593,34.74974462,0.001814598,2.841323138,88.06531807,0.472559711,0.718338146,3598.044663,0.204064374,26.68800708,18.23193686,41.38426722,2.482555318,32.69669746,35374.39941,5.380042044,0.064086708,0.005,0.026749347,0.035038538,2031.111126,13.82684851,50.33580309,7887.436523,1098.70163,0.800880418,51.81851125,1.432665923,36.56394897,861.2389428,24.96655218,0.0005,0.0005,29.99971151,0.00025,344.7076416,1.256770376,3.02871392,0.341279601,1.382412803,41.86432032,0.0025,0.106604264,5.330976463,575.6004321,0.168360928,1.724982286,31.64653827,1.15758318,9.214520265,103.6314949,0.3017968,2.3,6.25,18.3,0.038,2.35,58.04,271302,0.747,4478,16.47,87168,6.34,44344,0.168,1301,1.99,12000,2.208,15781,1.54,11425,2.841,23584,0.248,1082,0.01,40,0.007,70,0.06,600,9.05,99.72,36,504,1.5,79,20,97,10,31,19,7,32,1,14,42,31,133,2.5,16,2,331,2.5,14,1.5,105,2.5,34,117,208
,3367,FRA,130,Ap,3.937,45.8862,3850355.965497,2549558.374183,578,0.123079189,17856.23779,91.78219738,0.000421158,2.001807753,310.3131822,0.947671929,0.563237473,4251.612412,0.509027748,36.22979564,12.27627929,22.38449481,3.380378306,9.432865114,28017.55371,6.044434252,0.045081641,0.088070442,0.021224067,0.016703689,1618.003149,17.89016378,31.81625497,6304.849854,861.4019947,0.878837879,83.93214395,0.719152954,7.706994928,818.1580297,45.43578407,0.003424982,0.0005,11.40810305,0.000574432,289.1419983,0.932862777,3.968220756,0.273706463,2.589316003,19.25431971,0.0025,0.212773484,6.929538473,395.555008,0.212536622,2.467929009,68.5976181,0.300976396,7.122089417,99.42710287,3.959068657,2.1,5.84,23.3,0.02,2.28,60.28,281772,0.686,4113,15.22,80552,5.21,36440,0.136,1053,1.34,8081,2.058,14709,1.68,12463,3.564,29586,0.217,947,0.02,80,0.001,10,0.025,250,9.23,99.65,98,1123,1.5,53,14,32,12,7,16,8,23,1,13,9,57,154,2.5,12,6,173,2.5,15,4,118,2.5,23,119,184
,3368,SWE,121,Ap,20.8805,64.5501,4843665.591311,4645692.503354,49.9,0.208787805,15083.80493,9.30335975,0.0001,2.266155681,96.7461534,0.4732306,0.251970912,2518.823797,0.160301687,33.86131345,6.136907085,32.11867544,1.803474975,10.64709919,24889.09912,5.873083452,0.042586973,0.07628701,0.034738097,0.033463842,1988.262278,18.34901045,16.71380092,5353.358765,289.9323252,1.506441392,163.8457596,2.425229934,12.19297855,759.0749257,13.92934331,0.004207274,0.0005,30.04917038,0.000560158,326.0953522,0.204120839,2.958361035,0.312228644,1.149761896,15.89699061,0.0025,0.04958547,3.884640012,949.7657096,0.21136857,1.511149831,39.53665716,0.236357009,7.248234779,65.8718515,4.384482362,2.7,4.33,13.1,0.032,3.05,62.2,290747,0.686,4113,13.25,70126,5.14,35951,0.073,565,1.59,9588,1.813,12958,2.61,19362,2.76,22912,0.248,1082,0.005,20,0.001,10,0.08,800,9.3,99.76,10,679,1.5,47,10,57,4,7,19,12,34,1,15,16,24,101,2.5,12,2,171,2.5,9,1.5,77,2.5,28,84,272
,3369,UKR,247,Ap,30.6206,46.4388,5884078.543737,2810951.010871,-7,0.048040833,16254.93042,6.475572054,0.000345024,5.700963073,115.7096733,0.72057643,0.17862889,4666.966133,0.17756207,43.62764658,10.51400193,27.98618454,1.465763637,19.78820254,19455.84595,4.361186226,0.027987049,0.146230278,0.024468724,0.034767125,2844.477649,21.15551638,17.21807175,3734.716146,561.5233807,0.519877825,49.67515998,0.359309028,28.03302448,388.8265388,14.39592155,0.005614507,0.0005,23.5923009,0.00025,143.4000587,0.254693542,3.285595708,0.168148718,0.681126195,36.26982885,0.0025,0.039821595,5.348424734,56.53039322,0.165196531,0.482653904,33.74723021,0.045854909,9.551184116,44.3913054,7.108581227,1.6,6.42,29,0.013,1.65,70.85,331181,0.778,4664,10.63,56259,3.92,27418,0.092,713,1.01,6091,0.949,6783,0.78,5786,2.19,18180,0.112,489,0.01,40,0.004,40,0.025,250,8.41,99.72,7,418,1.5,70,10,89,7,19,13,18,38,1,15,31,21,86,2.5,10,2,102,2.5,11,1.5,75,2.5,35,59,478
,3370,UNK,121,Ap,-2.4879,54.5993,3518327.457933,3568889.983763,100,0.044173303,2881.302765,4.33829449,0.001543968,2.828712324,61.17682393,0.142096259,0.083241599,1919.508132,0.135704703,5.364754983,1.874229959,8.134284348,0.950638379,5.326522068,8435.383911,0.950306163,0.01,0.040969366,0.035848411,0.01264012,590.408715,2.848692955,2.672121624,479.3543329,257.9086,0.453665175,10.74420804,0.182029666,3.358316368,862.663994,27.21521928,0.0005,0.0005,5.706310166,0.00025,316.3676262,0.310699327,0.402141606,0.120867,0.535196222,8.603721815,0.0025,0.037342512,0.45999213,33.64647613,0.043777988,0.485972583,10.91691159,0.060607654,1.345935002,23.71950057,0.759680315,2.3,5.88,16.9,0.028,2.57,85.39,399146,0.248,1487,3.82,20217,1.55,10841,0.038,294,0.21,1266,0.306,2187,0.12,890,1.531,12710,0.222,969,0.005,20,0.012,120,0.025,250,6.37,99.82,7,391,1.5,10,4,33,5,2.5,5,9,10,1,6,7,31,46,2.5,1,2,74,2.5,2.5,1.5,25,2.5,11,32,337
,3372,EST,5,Ap,23.4834,59.0305,5091397.788630,4065488.107310,,0.026965342,2572.188696,1.817689084,0.000483089,5.737305054,17.68261969,0.195690356,0.041090388,17335.76904,0.365344513,18.64587541,1.50258307,5.522381001,0.362589011,4.037265709,4320.257263,1.077073484,0.01,0.005,0.015754913,0.005601056,751.8367143,9.838785202,4.393307618,1269.727927,156.3302365,0.269766322,45.53232327,0.276802933,3.189797758,1347.553065,7.237914852,0.0005,0.0005,9.144035081,0.00025,379.1545868,0.078427371,0.61176047,0.12644618,0.332438719,36.19879199,0.0025,0.028140353,0.494420397,89.95450074,0.085532156,0.534875714,7.686575567,0.035835715,5.772955257,65.36160362,0.352639111,2.6,6.85,22.2,0.04,3.24,83.31,389423,0.156,935,3.2,16936,1.02,7134,0.029,225,0.35,2111,2.604,18611,0.42,3116,1.043,8658,0.338,1475,0.12,481,0.008,80,0.025,250,7.28,99.85,1.5,152,1.5,37,1.5,18,1.5,2.5,4,6,10,1,3,5,9,29,2.5,3,2,80,2.5,2.5,1.5,18,2.5,17,96,110
,3373,POL,113,Ap,22.4395,50.3025,5202422.077881,3096220.251247,170,0.059265697,7073.770752,5.162081743,0.000910147,7.615490743,58.46887806,0.730466674,0.135014879,5787.001953,0.408445312,23.97014641,7.774236027,15.14054385,0.721145551,14.66086184,14376.51001,2.450215549,0.01,0.092325975,0.024494651,0.024666135,990.8073486,11.34141531,11.87261676,3510.178977,536.3635467,0.471814937,32.81939639,0.238561461,23.85871934,503.0005835,12.44125935,0.001401436,0.001145937,10.45753615,0.00025,289.3794441,0.276244955,1.945200507,0.397703305,0.564981958,17.64930369,0.0025,0.061064869,3.029542496,32.60206693,0.095068767,0.48788155,16.52760598,0.012564184,6.203107527,50.09433648,2.368211497,1.8,7.08,24.6,0.024,1.92,75.96,355067,0.52,3117,8.31,43981,2.79,19514,0.079,612,0.93,5608,0.957,6840,1.04,7715,1.684,13980,0.13,567,0.07,280,0.01,100,0.025,250,7.29,99.81,5,314,1.5,36,10,64,5,12,8,10,21,1,10,27,19,65,2.5,7,2,75,2.5,9,1.5,53,2.5,25,59,313
,3374,SPA,96,Ap,-2.6956,40.7631,3249787.703562,2052826.970295,1000,0.012567691,9412.630005,7.40409112,0.000906133,4.303886436,47.52055926,0.670492578,0.139271219,169402.6953,0.093395946,15.11345916,5.687360699,10.61427427,1.405589392,5.777091044,10284.68506,2.16901172,0.01,0.080036546,0.009823963,0.015521084,2102.0094,8.075777985,6.69429528,2188.570387,224.9392655,0.205069811,21.44170317,0.292497614,9.645054668,235.4356865,8.749081261,0.008742353,0.001014294,12.86672099,0.00025,2.5,0.309881077,1.395469742,0.140524117,0.724724339,82.17340469,0.0025,0.134122195,2.151768284,23.82917612,0.100998052,0.263400151,16.1313682,0.090091708,5.207648107,12.66428934,3.002083375,3.4,7.34,24.4,0.005,6.48,39.87,186368,0.399,2392,6.88,36412,2.19,15318,0.033,256,0.68,4101,23.54,168241,0.06,445,1.678,13930,0.086,375,0.07,280,0.001,10,0.025,250,24.27,99.79,8,207,1.5,72,4,29,8,6,8,9,26,1,8,12,14,65,2.5,5,2,141,2.5,9,1.5,43,2.5,25,27,158
,3375,IRL,14,Ap,-7.9703,51.8756,3097897.022307,3348104.978407,,0.036510751,8819.93103,10.82599071,0.001159266,6.258321732,33.25395178,0.404970438,0.146799039,16352.28149,0.252843093,22.6021751,9.891878741,19.01763074,1.109658255,13.64270005,19156.18042,2.812842461,0.01,0.099521676,0.03526251,0.01582026,1189.027194,11.54484136,14.40531348,2623.358682,1081.053467,0.432541128,134.915636,0.238129663,15.51186165,811.4483653,26.61272907,0.005209149,0.001204105,10.91585415,0.00025,260.3195763,0.345076226,1.324136556,0.413066628,0.631579423,80.49921989,0.006222237,0.071562573,2.174287659,41.16942386,0.095937854,0.586252408,22.59193597,0.054958842,3.277945772,57.04190428,3.094306052,1.7,7.25,21.1,0.022,2.21,73.55,343801,0.615,3687,8.28,43822,3.51,24550,0.15,1162,0.76,4583,2.358,16853,0.37,2745,1.596,13249,0.211,921,0.08,320,0.004,40,0.025,250,8.3,99.77,14,232,1.5,46,13,63,6,14,10,8,21,1,12,21,32,69,2.5,7,2,105,2.5,9,1.5,67,2.5,24,75,256
